Age,Workclass,Fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-Gain,Capital-Loss,Hours-per-week,Native-Country,Income
27, Self-emp-not-inc,84933, HS-grad,9, Married-civ-spouse, Sales, Husband, Black, Male,7,1,49, United-States, <=50K
50, Private,61377, Bachelors,13, Separated, Machine-op-inspct, Unmarried, White, Female,-40,-1,36, United-States, <=50K
20, Private,280966, Some-college,10, Never-married, ?, Own-child, White, Male,-21,1,18, United-States, <=50K
77, Private,174336, Bachelors,13, Divorced, Adm-clerical, Other-relative, Black, Female,41,0,40, United-States, <=50K
44, ?,420356, Some-college,9, Never-married, Other-service, Own-child, White, Male,-36,-1,19, United-States, <=50K
24, Federal-gov,168618, HS-grad,7, Widowed, Adm-clerical, Wife, White, Female,2,1,40, United-States, <=50K
35, Private,18802, Bachelors,16, Married-civ-spouse, Prof-specialty, Wife, White, Female,35,2,72, United-States, >50K
69, Private,267380, Some-college,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,-13,-1,40, United-States, <=50K
43, ?,70122, 7th-8th,6, Never-married, ?, Unmarried, Black, Female,-7,-1,22, United-States, <=50K
21, Private,154880, Bachelors,10, Divorced, Sales, Not-in-family, White, Male,-15,1,45, United-States, <=50K
42, Local-gov,237273, HS-grad,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,-12,2,40, United-States, <=50K
40, Private,111619, Masters,6, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,-23,-1,49, Germany, <=50K
53, Self-emp-not-inc,230172, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,-5,1892,40, United-States, >50K
40, Private,111516, Bachelors,13, Divorced, Tech-support, Wife, Black, Female,-53,0,45, Germany, >50K
27, Federal-gov,195482, HS-grad,10, Divorced, Other-service, Unmarried, Black, Female,6,0,46, United-States, <=50K
55, Private,206686, Assoc-voc,10, Divorced, Tech-support, Wife, White, Male,-19,0,25, India, >50K
57, Private,235758, HS-grad,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,3351,-1,24, United-States, <=50K
25, Self-emp-not-inc,181605, Preschool,13, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,-7,2,91, United-States, <=50K
48, State-gov,86812, Assoc-voc,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,-20,1797,45, ?, >50K
22, State-gov,324161, 11th,7, Never-married, Adm-clerical, Own-child, White, Male,-20,0,12, United-States, <=50K
18, State-gov,251691, Bachelors,7, Never-married, ?, Own-child, Black, Male,-13,1,40, United-States, <=50K
25, Private,248244, Some-college,9, Separated, Farming-fishing, Not-in-family, White, Male,48,-1,71, United-States, <=50K
49, Private,128937, HS-grad,5, Separated, Other-service, Not-in-family, Other, Female,-35,0,67, Mexico, <=50K
17, Federal-gov,120122, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,-4,-1,30, United-States, <=50K
53, Self-emp-inc,128115, HS-grad,14, Married-civ-spouse, Prof-specialty, Wife, White, Male,16,0,69, United-States, >50K
47, Private,177813, Assoc-voc,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-61,-1,64, Dominican-Republic, <=50K
39, Self-emp-not-inc,344314, Some-college,5, Married-civ-spouse, Transport-moving, Husband, White, Male,-22,2,36, China, >50K
41, ?,52284, 12th,6, Separated, ?, Not-in-family, Other, Male,-27,0,44, United-States, <=50K
42, ?,175023, Bachelors,15, Married-civ-spouse, Craft-repair, Husband, White, Male,-8,-1,58, Mexico, <=50K
24, ?,287181, Some-college,7, Never-married, Sales, Own-child, White, Male,-24,1,30, United-States, <=50K
26, Private,46301, 12th,4, Divorced, Prof-specialty, Unmarried, White, Male,19,-1,31, Philippines, <=50K
40, Private,343587, Assoc-voc,14, Never-married, Adm-clerical, Husband, White, Female,10,0,23, United-States, <=50K
19, Private,112533, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-26,0,45, United-States, <=50K
58, Private,276263, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-42,0,40, United-States, <=50K
42, Self-emp-inc,247021, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,-16,0,58, United-States, >50K
44, Private,121227, Assoc-voc,13, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,-29,-1,46, Dominican-Republic, >50K
31, Private,108548, Bachelors,13, Separated, Adm-clerical, Unmarried, White, Female,-18,-1,35, United-States, >50K
26, Private,90824, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-22,-1,40, Philippines, <=50K
33, Self-emp-not-inc,285954, 1st-4th,13, Married-civ-spouse, Craft-repair, Husband, White, Male,-8,0,40, India, >50K
52, Private,236064, 10th,10, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,-43,-1,40, Cuba, <=50K
59, Federal-gov,266184, 5th-6th,10, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,3,-1,40, Poland, >50K
37, Private,200342, Bachelors,9, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,-8,0,59, United-States, <=50K
50, Private,244791, 1st-4th,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15,-1,40, United-States, <=50K
33, Self-emp-not-inc,247500, Some-college,4, Separated, Adm-clerical, Wife, White, Male,-39,2,40, United-States, <=50K
48, Private,344417, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,-16,-1,46, United-States, <=50K
18, Private,41467, Some-college,7, Never-married, ?, Other-relative, White, Male,-26,3,23, United-States, <=50K
51, Private,52822, HS-grad,7, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,-29,1,40, United-States, >50K
31, Private,164314, 9th,7, Divorced, Other-service, Unmarried, White, Male,-23,-1,40, United-States, <=50K
38, Self-emp-not-inc,272379, Bachelors,9, Divorced, Sales, Not-in-family, White, Male,5,1,50, France, <=50K
24, Private,242982, Assoc-voc,9, Divorced, Prof-specialty, Not-in-family, White, Female,-24,0,14, United-States, <=50K
23, Private,180201, Some-college,7, Never-married, Prof-specialty, Not-in-family, White, Female,15,2,21, United-States, <=50K
45, Private,196710, HS-grad,4, Married-civ-spouse, Other-service, Husband, Black, Male,-35,2,40, Peru, <=50K
39, Private,182701, Prof-school,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-26,0,40, United-States, <=50K
46, ?,320425, Assoc-voc,9, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,-33,2,36, United-States, <=50K
49, Private,387996, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,1,2,36, United-States, <=50K
26, Private,121607, Some-college,10, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,-20,-2,10, United-States, <=50K
42, Federal-gov,451312, Bachelors,13, Widowed, Prof-specialty, Unmarried, White, Female,21,0,50, El-Salvador, >50K
49, Without-pay,38481, HS-grad,5, Married-civ-spouse, ?, Husband, White, Male,1,0,45, United-States, <=50K
37, Private,357337, Assoc-voc,13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,13,-1,44, United-States, >50K
25, ?,281802, 11th,13, Divorced, ?, Own-child, Black, Female,-47,-1,17, United-States, <=50K
29, Private,37418, Assoc-voc,6, Never-married, Tech-support, Not-in-family, White, Male,-31,0,37, China, <=50K
41, Private,120602, Bachelors,9, Married-spouse-absent, Prof-specialty, Other-relative, White, Female,6,1,37, United-States, <=50K
23, ?,241545, Some-college,8, Never-married, ?, Own-child, White, Male,11,0,12, United-States, <=50K
19, Private,325207, 12th,13, Divorced, Prof-specialty, Unmarried, White, Female,-21,0,12, United-States, <=50K
19, Private,222063, HS-grad,4, Married-spouse-absent, Adm-clerical, Other-relative, White, Male,-28,0,37, Mexico, <=50K
26, Private,317873, 12th,7, Never-married, ?, Own-child, White, Male,-28,-2,50, Vietnam, <=50K
65, ?,220499, Bachelors,7, Never-married, Farming-fishing, Not-in-family, White, Male,-15,-1,51, China, <=50K
40, Self-emp-inc,132396, Doctorate,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,8,2,51, United-States, >50K
47, Private,236993, 10th,4, Divorced, Machine-op-inspct, Wife, White, Female,15,-2,11, Jamaica, <=50K
19, Private,205631, 11th,7, Divorced, Sales, Own-child, White, Male,-52,0,22, United-States, <=50K
34, Self-emp-not-inc,199722, HS-grad,7, Never-married, Craft-repair, Husband, White, Male,-48,1923,40, Puerto-Rico, <=50K
37, Private,122388, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Female,-35,0,40, United-States, <=50K
26, Local-gov,243149, HS-grad,9, Separated, Adm-clerical, Not-in-family, Black, Female,8,3,46, United-States, <=50K
18, Private,569388, 9th,6, Never-married, Handlers-cleaners, Own-child, White, Male,-21,-2,30, Guatemala, <=50K
42, Private,198561, HS-grad,9, Separated, Adm-clerical, Wife, White, Female,-13,-2,40, United-States, <=50K
49, Private,266023, HS-grad,15, Married-civ-spouse, Prof-specialty, Husband, White, Female,-41,0,40, United-States, >50K
59, Private,200996, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, Black, Male,3,1,40, United-States, <=50K
41, Federal-gov,28003, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Black, Male,-40,2,40, United-States, <=50K
17, State-gov,107444, HS-grad,7, Never-married, Handlers-cleaners, Own-child, Black, Male,13,1,40, United-States, <=50K
24, Private,235398, Some-college,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-11,0,40, United-States, <=50K
61, State-gov,122934, Some-college,13, Never-married, ?, Not-in-family, White, Male,-16,-1,12, United-States, <=50K
44, Private,242164, Prof-school,16, Married-civ-spouse, Sales, Husband, White, Female,2,1,50, United-States, >50K
18, ?,346388, 1st-4th,7, Never-married, Handlers-cleaners, Own-child, White, Female,-8,0,35, United-States, <=50K
49, Private,302349, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,-48,0,40, United-States, <=50K
67, ?,348535, Some-college,9, Never-married, Other-service, Unmarried, Black, Male,13,-1,40, United-States, <=50K
58, Private,35123, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,-38,0,59, United-States, <=50K
23, Private,200994, HS-grad,6, Never-married, Other-service, Own-child, Black, Male,16,0,31, United-States, <=50K
40, Local-gov,294453, Doctorate,5, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male,-18,1,50, United-States, <=50K
40, Federal-gov,81004, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,3823,-1,60, United-States, >50K
57, Local-gov,172332, 12th,13, Divorced, Adm-clerical, Other-relative, Black, Female,-6,-3,45, India, <=50K
47, Private,193717, HS-grad,13, Divorced, Other-service, Unmarried, Black, Female,-8,-1,40, United-States, <=50K
48, Local-gov,353644, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-6,1,49, United-States, >50K
42, Private,151961, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,-57,0,67, United-States, <=50K
51, Local-gov,30104, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,-16,0,40, United-States, >50K
49, Local-gov,393494, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Female,-57,-1,44, United-States, >50K
57, Self-emp-not-inc,44893, Prof-school,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,-10,-1,82, Columbia, >50K
51, Self-emp-not-inc,363116, Masters,7, Married-civ-spouse, Prof-specialty, Husband, White, Male,-14,-1,40, United-States, <=50K
27, Self-emp-not-inc,178688, 11th,11, Never-married, Craft-repair, Not-in-family, White, Male,-15,-1,40, United-States, <=50K
51, Self-emp-inc,160394, Masters,16, Married-civ-spouse, Craft-repair, Husband, White, Male,14522,0,40, United-States, >50K
52, Federal-gov,32949, Masters,13, Married-civ-spouse, Craft-repair, Husband, White, Male,-32,0,44, United-States, >50K
42, Private,251776, Bachelors,13, Never-married, Exec-managerial, Wife, Black, Female,30,1,46, United-States, <=50K
42, Private,308903, 1st-4th,13, Never-married, Priv-house-serv, Unmarried, Other, Male,-11,1,40, United-States, <=50K
38, Never-worked,189238, Bachelors,13, Never-married, ?, Husband, White, Male,-30,1,62, Hong, <=50K
16, Private,255759, Some-college,13, Never-married, Other-service, Not-in-family, White, Male,-17,2,27, Greece, <=50K
20, Self-emp-not-inc,342276, 7th-8th,13, Never-married, Machine-op-inspct, Own-child, White, Male,-24,0,57, United-States, <=50K
60, Private,93210, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,-10,0,40, United-States, <=50K
20, ?,110396, Some-college,10, Never-married, ?, Own-child, White, Male,-50,0,31, United-States, <=50K
36, Local-gov,292273, HS-grad,13, Widowed, Adm-clerical, Unmarried, White, Female,10,0,40, United-States, <=50K
26, Self-emp-not-inc,118123, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Not-in-family, Other, Male,-51,-2,29, United-States, <=50K
59, Federal-gov,123044, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,-73,-1,45, United-States, <=50K
51, ?,133542, Assoc-acdm,9, Married-civ-spouse, Other-service, Not-in-family, Black, Male,16,-1,34, United-States, <=50K
47, Private,131057, 7th-8th,6, Married-civ-spouse, Other-service, Husband, White, Male,-19,-1,49, United-States, >50K
24, Private,177706, HS-grad,13, Divorced, Adm-clerical, Wife, White, Female,-12,1,40, United-States, >50K
35, Self-emp-inc,201299, 12th,11, Widowed, Exec-managerial, Unmarried, White, Female,8,1,40, United-States, <=50K
23, Private,319911, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,-2,-1,40, United-States, <=50K
19, Private,112590, HS-grad,16, Married-civ-spouse, Tech-support, Own-child, White, Male,-48,-1,44, Nicaragua, <=50K
39, Federal-gov,133906, HS-grad,9, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,24,1,50, United-States, <=50K
49, Self-emp-inc,251147, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Female,-24,-2,49, United-States, >50K
27, Private,99489, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,19,3,51, United-States, <=50K
35, Private,99397, Assoc-acdm,10, Never-married, ?, Wife, White, Male,-55,1,46, United-States, >50K
51, Private,45253, Assoc-acdm,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,2,-1,51, United-States, >50K
24, Private,220559, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,-24,-2,20, United-States, <=50K
41, Self-emp-inc,228243, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7,1,65, United-States, >50K
41, Self-emp-inc,273293, Some-college,7, Married-civ-spouse, Sales, Husband, White, Male,11,1,40, United-States, <=50K
22, Private,227477, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,-17,1,24, Poland, <=50K
48, Private,270957, Assoc-voc,10, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,11,0,31, United-States, <=50K
45, Private,160315, 10th,3, Never-married, Prof-specialty, Not-in-family, White, Male,28,-1,59, United-States, <=50K
23, Private,267532, HS-grad,9, Divorced, Other-service, Other-relative, White, Female,-11,0,36, United-States, <=50K
25, Self-emp-not-inc,298835, 10th,9, Never-married, ?, Other-relative, Asian-Pac-Islander, Male,-11,1,45, United-States, <=50K
39, Private,176298, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,1,0,45, United-States, <=50K
58, Private,200965, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,-9,0,45, United-States, <=50K
47, Self-emp-inc,184184, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,8,0,44, United-States, >50K
67, Federal-gov,176815, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,9,-1,40, United-States, <=50K
27, Private,393180, HS-grad,9, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,19,0,31, United-States, <=50K
60, Private,225208, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,4,0,14, United-States, <=50K
44, Self-emp-not-inc,227290, 12th,3, Never-married, ?, Not-in-family, White, Female,4,-1,50, Japan, <=50K
44, State-gov,109158, Bachelors,13, Separated, Machine-op-inspct, Unmarried, White, Female,25,-1,45, United-States, <=50K
47, Federal-gov,298268, Bachelors,7, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,-27,-1,37, United-States, <=50K
48, Private,148903, Bachelors,10, Separated, Protective-serv, Own-child, White, Male,-54,0,47, United-States, <=50K
59, Private,388468, 5th-6th,7, Divorced, Adm-clerical, Not-in-family, White, Female,36,3,40, United-States, <=50K
39, Private,185998, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,-26,-1,69, United-States, >50K
39, Private,243561, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,-19,0,40, United-States, <=50K
20, Private,254374, 7th-8th,10, Never-married, Prof-specialty, Own-child, White, Male,-35,-1,31, United-States, <=50K
42, Self-emp-not-inc,30304, Doctorate,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,-23,-1,44, United-States, >50K
20, ?,161487, HS-grad,7, Married-AF-spouse, Adm-clerical, Unmarried, White, Female,-52,0,15, United-States, <=50K
52, Local-gov,95382, Some-college,9, Married-spouse-absent, Craft-repair, Husband, White, Male,20,1,40, United-States, <=50K
43, Self-emp-not-inc,111333, Bachelors,9, Divorced, Sales, Wife, Black, Female,-12,-1,40, Portugal, <=50K
